,0
0,0.6054135111813587
1,0.4045626797929679
2,0.3192112785446617
3,0.359738209119954
4,0.3469822255599
5,-0.3500390577750809
6,0.18533756276537355
7,0.437173154352767
8,0.32315250803420686
9,0.46644361147780355
10,0.3864378017965331
11,0.2930342390734121
12,0.03289687010460759
13,-0.16532808040201236
14,0.26199405363057177
15,0.003646918241120149
16,0.34649090564165047
17,0.06905663833785095
18,0.1349336436929114
19,0.4001177330395119
20,0.4327690073749229
21,0.20004611143836
22,-0.2965088811162379
23,0.24722052026220562
24,0.3581990135093125
25,-0.05954569232042829
26,0.2802999861175077
27,-0.013659508322130826
28,0.1685821861488102
29,0.5140823123205828
30,0.2857766948256109
31,-0.23261690039163427
32,-0.1052505151944795
33,0.31736312525147387
34,0.34234931470277963
35,0.5828925020164064
36,0.42420413945214747
37,0.5682681320050904
38,0.34500671155705886
39,0.34814448309870066
40,0.24434036308678464
41,0.23511523411046867
42,0.3409449961513755
43,0.09649331153781036
44,0.2512561967565414
45,-0.29392999618178034
46,0.3961888789514205
47,0.2579253765408835
48,0.46906148862771313
49,0.2914480948187205
50,0.3372527781007041
51,0.17411194223254614
52,0.3190164520311709
53,0.29700220575543423
54,0.22881685881787306
55,0.43494797163914173
56,0.07470423877583925
57,0.14517468691096905
58,0.0351840538809992
59,0.05241493104526697
60,-0.2785935926573447
61,-0.08906324563676245
62,0.2977030307622193
63,0.3174943950327707
64,0.1643968086014634
65,-0.3125698156848263
66,0.008564775078640464
67,0.3287959713216651
68,0.004199493985534652
69,0.10287516261550689
70,0.3202245665376055
71,-0.017581152233166225
72,0.34595041352803085
73,0.268461686155668
74,-0.033380434152631054
75,-0.2634625453015796
76,0.5197144739179634
77,-0.1457695452226156
78,-0.07757306785644164
79,0.8684088135141126
80,-0.28048186939329306
81,-0.011091147871629578
82,0.4542681112957165
83,0.153487203823983
84,-0.10869799429516698
85,0.3663361570251307
86,0.11729619901340183
87,0.19968144956485603
88,-0.09588438023433506
89,0.676232992119312
90,0.2233301409752819
91,0.21632488880744535
92,0.053879385968058656
93,0.32725347239132313
94,-0.37773294838285515
95,0.06946607504809095
96,0.7437178047069323
97,0.19650106835004305
98,0.43730878154604613
99,0.10336085551785669
100,0.3884470853155411
101,0.5604691156350169
102,0.50309572376223
103,0.5259816903310208
104,0.5616277951461143
105,0.534661656840492
106,0.34021130012388595
107,0.3886273732402016
108,0.27931973258861936
109,0.43245361693137246
110,0.146474392908408
111,-0.018291591549071003
112,0.33346486615957127
113,0.1996144040894719
114,0.3881714621982917
115,0.4221614227357492
116,0.45600875074987357
117,0.04595646954693838
118,-0.075395580104596
119,-0.06422627602319425
120,-0.1892083596481158
121,0.01583542433726252
122,-0.9392612496204075
123,0.11460823089825396
124,-0.2430880633131493
125,-0.2590620018123631
126,0.1642431234483531
127,0.08244715101537371
128,0.16516417085632923
129,-0.3897362665107006
130,0.2533611929609564
131,0.16835025415851912
132,0.264809707742829
133,0.3777178077660574
134,0.11664704987523544
135,-0.2536814813222881
136,0.21705993449495647
137,-0.022721357960717
138,0.0036663837201947507
139,0.09000280746617167
140,0.3422605008114291
141,0.4554623460108369
142,-0.1699256481002286
143,0.006141307337226058
144,0.16624529543225347
145,0.20833447631071844
146,0.11691360154409254
147,0.16061514690351694
148,0.35793377336481297
149,0.2498118335359191
150,-0.11372923214505398
151,-0.24070924269761443
152,0.5776679951144499
153,-0.02718116899813885
154,0.23361039380726073
155,-0.03301531175084487
156,-0.2450129807561391
157,-0.20256113399199438
158,0.3291665882614968
159,0.5770365566499159
160,-0.3255569950870514
161,-0.10765280949950572
162,-1.2094123611836243
163,-0.5037904506608939
164,-1.2854039144007092
165,0.32562349378939504
166,0.2586359316560071
167,0.5133786112664985
168,0.10263892926257705
169,0.38247282823201934
170,0.01762303020964445
171,0.19370395164988533
172,0.3018851170336383
173,-0.20555453858491501
174,0.19021179457020315
175,0.14703133703995294
176,-0.01593487734738736
177,0.1851325584789237
178,0.029035835340341657
179,0.0513186710453035
180,0.06257748235141801
181,0.35973960878937955
182,-0.0008140048423887413
183,-1.004066981801635
184,0.10071668369261265
185,-0.07818382885366179
186,0.013697931494438868
187,-0.06213108360047855
188,0.17442346550162535
189,0.1555940084497131
190,-0.1956021912521383
191,0.4027257814983817
192,-0.17545814486873276
193,0.2778207367460917
194,0.15273960014348242
195,-0.11803494551103239
196,0.24704214254678833
197,0.3017818814364276
198,0.006757325083608762
199,0.3426599335021179
200,0.027480336066659304
201,0.3042200762994619
202,0.4662337879589
203,0.4063202818258417
204,0.12519269028327118
205,0.07666471695441424
206,0.022806593980972116
207,0.3892083870818307
208,0.21244383549391138
209,-0.2342126242481925
210,-0.019963613370814776
211,0.17061445003107473
212,-0.38525871333333594
213,-0.8143356026636309
214,-0.3423898780717134
215,-0.5158375755063641
216,-0.16817007657277602
217,0.01992276950842341
218,0.03698720557846041
219,0.14412423786579054
220,0.1334323190999135
221,0.19751412458145096
222,-0.5011486786410038
223,-0.1452987870617336
224,0.3508870765712589
225,0.3694877685204931
226,0.10876523038605326
227,0.45445419619212196
228,0.07812158536439565
229,0.05402612348574301
230,0.02154310240616208
231,0.39554028581299533
232,0.13366135802606566
233,0.009247367622441934
234,0.30914122730303567
235,0.32735786226733155
236,0.3853173551799006
237,0.2225130975992993
238,-0.06946496751106142
239,0.5170305908156354
240,0.13337186778127874
241,0.22059749028432524
242,0.28463632941058226
243,-0.14881786365937363
244,0.29848410668071695
245,0.34847881918612994
246,-0.09169387266648954
247,0.021588997016478227
248,0.07494407070772093
249,0.03607967563073422
250,0.17123795226838204
251,0.32900154174592433
252,0.7267931141215358
253,0.3585522513670588
254,-0.7295436133719079
255,-0.9842826107775315
256,0.47683336792886283
257,0.5479149359681793
258,-0.445404075141865
259,0.4245176120298224
260,0.6028556716897846
261,0.23708716170908772
262,0.4056717535994048
263,0.298523899454834
264,-0.22321970837172453
265,0.5985788149162644
266,0.46083684904430305
267,0.25257817426755025
268,0.37778396317936325
269,0.08024101691409775
270,0.46214191597760534
271,0.2857872646049428
272,0.2555940490034613
273,0.42364320467492733
274,0.5245221997750495
275,0.37352292083187205
276,0.6276101977232157
277,0.4064992779190667
278,0.3021553847076697
279,0.42367567429294983
280,0.13028172960158962
281,-0.4361688141677569
282,-0.31740667314767645
283,0.2830671531798738
284,0.17963386903415804
285,-1.020857564593417
286,-0.15149735458393862
287,0.3254033019292894
288,0.6297563943174231
289,-0.3510736586352081
290,-0.27369040544643486
291,0.5058023789141447
292,0.3999915840851569
293,-0.4620753499771563
294,-0.3842967157768917
295,0.5086327871202989
296,0.21622812663974275
297,0.5512836482107467
298,0.3479601942966026
299,-0.36121698254772244
300,-0.3709466080820795
301,-0.1623721735997345
302,-0.12376738625368952
303,0.1113737814130614
304,0.08476838275393311
305,-0.44435604714128496
